PERMITNUMBER,PERMITTYPE,PERMITSUBTYPE,ISSUED,DESCRIPTION,SITE_ADDR,CONTRACTOR_NAME,STATUS
DIS19-08475,HURRICANE MICHAEL,ROOF,43588,REROOF,6221 LANCE ST,LUXOR CONTRACTING GROUP INC,FINALED
DIS19-08476,HURRICANE MICHAEL,ROOF,43588,REROOF- HURRICANE REPAIRS,8515 KLONDYKE RD,OWNER BUILDER,FINALED
DIS19-08477,HURRICANE MICHAEL,ROOF,43588,REPLACEMENT ROOF 21SQ,9337 HUBBARD RD,RHYNE RESTORATION,FINALED
DIS19-08478,HURRICANE MICHAEL,ROOF,43588,REPLACEMENT ROOF 20SQ,15153 BANKS DR,RHYNE RESTORATION,ISSUED
DIS19-08479,HURRICANE MICHAEL,ROOF, ,REROOF - HURRICANE REPAIRS,4418 PIPELINE RD RD,OWNER BUILDER,APPLIED
DIS19-08480,HURRICANE MICHAEL,ROOF,43588,DAMAGED ROOF REPAIR,11725 SAND CASTLE LN,"INFINITY ROOFING & SIDING, INC...",FINALED
DIS19-08481,HURRICANE MICHAEL,ROOF,43588,Residential Hurricane Replacem...,126 PALM BAY BLVD,SUNCOAST REROOFING LLC,FINALED
DIS19-08482,HURRICANE MICHAEL,ROOF,43588,REPLACEMENT ROOF 36SQ,8308 HIGH POINT RD,ALL WEATHER ROOFING AND GC OF ...,FINALED
DIS19-08483,HURRICANE MICHAEL,ROOF,43588,Residential Replacement,4009 24TH ST W,CORNERSTONE ROOFING,FINALED
DIS19-08484,HURRICANE MICHAEL,ROOF,43588,DAMAGED ROOF REPAIR,8434 MARCIA RD,"ROBERTS, CORBIT WALTON &",ISSUED
DIS19-08485,HURRICANE MICHAEL,ROOF,43588,DAMAGED ROOF REPAIR,9618 DAVENPORT AVE,"WOODHAM, ROBERT L.",FINALED
DIS19-08486,HURRICANE MICHAEL,PLUMBING,43588,REPAIR VENTS THROUGH ROOF,6211 THOMAS DR,PEADEN PLUMBING  - MIKE PEADEN,FINALED
DIS19-08487,HURRICANE MICHAEL,DEMOLITION,43588,Residential Demo,4700 BAYWOOD DR,Byrd Enterprises (DEMO),FINALED
DIS19-08488,HURRICANE MICHAEL,ROOF,43616,REROOF,501 BLUE HERON DR,CROWN EXTERIORS FLORIDA LLC,ISSUED
DIS19-08489,HURRICANE MICHAEL,ELECTRICAL,43588,SERVICE REPAIR,8012 HOLLAND RD S,,FINALED
DIS19-08490,HURRICANE MICHAEL,ROOF,43588,REROOF,7502 KINGMAN ST,JERRY WILSON'S ROOFING COMPANY,ISSUED
DIS19-08491,HURRICANE MICHAEL,ROOF, ,REROOF,3116 G ST,JERRY WILSON'S ROOFING COMPANY,APPROVED
DIS19-08492,HURRICANE MICHAEL,ROOF,43588,REROOF,2500 26TH ST W,NEWMANS BROTHERS CONSTRUCTION,FINALED
DIS19-08493,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43588,INTERIOR/EXTERIOR REPAIRS,4501 HWY 390  E,ATLAS ROOFING (CBC),ISSUED
DIS19-08494,HURRICANE MICHAEL,ROOF,43588,REPLACEMENT ROOF 25SQ,4501 HWY 390  E,ATLAS ROOFING,FINALED
DIS19-08495,HURRICANE MICHAEL,ROOF,43588,DAMAGED ROOF REPAIR,3221 A ST,"BAILEY, BRIAN JOHN & TINA RENA",FINALED
DIS19-08496,HURRICANE MICHAEL,ROOF,43588,Replacement Roof 48 SQ Bldg 2,8618 SURF DR,"APEX ROOFING AND RESTORATION, ...",FINALED
DIS19-08497,HURRICANE MICHAEL,ROOF,43588,Residential Roof Over,10618 SOUTH FORK LP,DC ROOFING INC.,FINALED
DIS19-08498,HURRICANE MICHAEL,ELECTRICAL,43588,Temp pole during electrical re...,610 GLORY RD,OWNER/BUILDER,FINALED
DIS19-08499,HURRICANE MICHAEL,ELECTRICAL,43588,Service Repair,2327 19TH PL E,JERRY PYBUS ELECTRIC INC,FINALED
DIS19-08500,HURRICANE MICHAEL,ELECTRICAL,43588,Service Repair Commerical,7419 THOMAS DR,JERRY PYBUS ELECTRIC INC,FINALED
DIS19-08501,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43588,REPAIR STORM DAMAGE,2920 CEDAR'S CROSSING,PONS CONSTRUCTION CO. INC.,ISSUED
DIS19-08503,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43588,REPAIR STORM DAMAGE,926 HURST CT,PONS CONSTRUCTION CO. INC.,ISSUED
DIS19-08504,HURRICANE MICHAEL,ROOF,43588,REROOF,901 PELICAN PL,PONS CONSTRUCTION CO. INC.,FINALED
DIS19-08505,HURRICANE MICHAEL,EXTERIOR,43588,WINDOWS/DOOR/SIDING,9718 FRANKLIN DR,OWNER/BUILDER,ISSUED
DIS19-08506,HURRICANE MICHAEL,ROOF,43591,ROOF REPLACEMENT,9156 SUNSHINE DR,CENTENNIAL ROOFING CORP,ISSUED
DIS19-08507,HURRICANE MICHAEL,ROOF,43591,ROOF REPLACEMENT,212 BRODERICK PL,CENTENNIAL ROOFING CORP,FINALED
DIS19-08508,HURRICANE MICHAEL,ROOF,43591,REPALCEMENT ROOF 22SQ,251 BARRACUDA DR,BILL WALTHER CONSTRUCTION INC,FINALED
DIS19-08509,HURRICANE MICHAEL,ROOF,43591,Residential Hurricane Replacem...,105 CAROLYN AVE,TREVATHAN CONSTRUCTION COMPANY...,FINALED
DIS19-08510,HURRICANE MICHAEL,EXTERIOR,43591,GARAGE DOOR CASING,2906 CEDAR'S CROSSING,OWNER/BUILDER,ISSUED
DIS19-08511,HURRICANE MICHAEL,ELECTRICAL,43591,TEMP POLE FOR RV,6105 PIPPIN RD,OWNER/BUILDER,FINALED
DIS19-08512,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43591,Siding. Fascia.,4840 MC CALL LN,CLEMENTS CONSTRUCTION INC.,ISSUED
DIS19-08513,HURRICANE MICHAEL,ROOF,43591,DAMAGED ROOF REPAIR,903 DOLPHIN HARBOUR DR,WORTHMANN LLC,ISSUED
DIS19-08514,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43591,Windows. Siding.,12323 COUNTRY CLUB DR,"SKYECO GROUP, LLC",FINALED
DIS19-08515,HURRICANE MICHAEL,MECHANICAL,43591,UNIT CHANGE OUT & DUCT WORK,1011 SEAGULL LN,HICKS BROS HEATING AND COOLING...,ISSUED
DIS19-08516,HURRICANE MICHAEL,VINYL SIDING,43591,Siding. Soffit. Fascia,3213 ASHMORE ST,1ST CHOICE HOME IMPROVEMENTS I...,ISSUED
DIS19-08517,HURRICANE MICHAEL,ROOF,43591,COMM  ROOF 6 BREEZEWAY  ONLY,6909 NORTH LAGOON DR,WORTHMANN LLC,ISSUED
DIS19-08518,HURRICANE MICHAEL,INTERIOR,43591,DAMAGED INTERIOR REPAIR,4536 BYLSMA,BOLT CONSTRUCTION & ROOFING,FINALED
DIS19-08519,HURRICANE MICHAEL,ROOF,43591,REPLACEMENT ROOF 32SQ,12605 CLEAR CREEK RD,OWNER/BUILDER,FINALED
DIS19-08520,HURRICANE MICHAEL,INTERIOR,43591,Damage repair to interior and ...,1524 GAINER AVE,ABOVE ALL(CGC) CONST AND REMOD...,ISSUED
DIS19-08521,HURRICANE MICHAEL,ROOF,43591,REPLACEMENT ROOF 9SQ,436 SNOOK LN,FLORIDA FAMILY ROOFING INC.,ISSUED
DIS19-08522,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43591,INTERIOR/EXTERIOR REPAIRS,7212 PENNY RD,"ABBA PROPERTY SOLUTIONS, LLC",ISSUED
DIS19-08523,HURRICANE MICHAEL,ROOF,43591,Residential Hurricane Replacem...,7501 COLERIDGE RD,SOUTHERN CONSTRUCTION (CCC) SE...,FINALED
DIS19-08524,HURRICANE MICHAEL,WINDOWS/DOORS,43591,WINDOWS,4024 TRANSMITTER RD,"TOMMY'S GLASS AND MIRROR CO., ...",ISSUED
DIS19-08525,HURRICANE MICHAEL,WINDOWS/DOORS,43591,WINDOWS,5630 FRANK HOUGH RD,"TOMMY'S GLASS AND MIRROR CO., ...",FINALED
DIS19-08526,HURRICANE MICHAEL,ROOF,43591,Residential Hurricane Replacem...,6616 GULF DR,"ECO ROOF AND SOLAR, INC.",FINALED
DIS19-08527,HURRICANE MICHAEL,ROOF,43595,Residential Hurricane Replacem...,2860 TUPELO DR,A. MANOS SERVICES INCORPORATED,FINALED
DIS19-08528,HURRICANE MICHAEL,ROOF,43595,Residential Hurricane Replacem...,208 JUDY CIR,A. MANOS SERVICES INCORPORATED,FINALED
DIS19-08529,HURRICANE MICHAEL,ROOF,43591,ROOF REPLACEMENT 22SQ,576 GROUPER DR,BRANNAN ALUMINUM INC,FINALED
DIS19-08530,HURRICANE MICHAEL,ROOF,43591,ROOF OVER 20SQ,9415 SILVER LAKE RD S,MIKE FARRIS INC,ISSUED
DIS19-08531,HURRICANE MICHAEL,ELECTRICAL,43595,SERVICE REPAIR,6734 SUNBURST LN,UNITY ENTERPRISES INC,FINALED
DIS19-08532,HURRICANE MICHAEL,ROOF,43591,Residential Hurricane,3900 25TH ST W,"LONGLEAF DEVELOPMENT, LLC",FINALED
DIS19-08533,HURRICANE MICHAEL,ROOF,43591,DAMAGED ROOF REPAIR,7300 SOUTH LAGOON DR,MAIN STREET CONSTRUCTION SERVI...,ISSUED
DIS19-08534,HURRICANE MICHAEL,ROOF,43591,Metal Replacement Roof 25SQ,14325 BIG ISLAND POND RD,MIKE FARRIS INC,ISSUED
DIS19-08535,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43608,REPAIR  STORM DAMAGE,4100 MARRIOTT DR,RELIANTSOUTH CONSTRUCTION GROU...,ISSUED
DIS19-08536,HURRICANE MICHAEL,ROOF,43591,Residential Hurricane Replacem...,223 PLACIDO PL,AMERITECH ENTERPRISES  LLC,ISSUED
DIS19-08537,HURRICANE MICHAEL,DEMOLITION,43591,MH demo,12007 SILVER LAKE RD,"GREAT SOUTHERN DEMOLITION, INC...",FINALED
DIS19-08538,HURRICANE MICHAEL,ROOF,43591,Residential Hurricane Repairs,12840 CLEAR CREEK RD,NELIGAN CONSTRUCTION,FINALED
DIS19-08539,HURRICANE MICHAEL,ROOF,43591,REROOF - HURRICANE REPAIRS,3325 TERRA COTTA DR,"MODERN CONSTRUCTION EXPERTS, L...",FINALED
DIS19-08540,HURRICANE MICHAEL,ELECTRICAL,43591,POWER FOR RV - METER ON SHED,5014 PINE AVE,,FINALED
DIS19-08541,HURRICANE MICHAEL,ELECTRICAL,43591,ADDITIONS W/ SERVICE CHANGE,2323 BRIARWOOD PL,HAID ELECTRIC LLC,FINALED
DIS19-08542,HURRICANE MICHAEL,ROOF,43591,Residential Hurricane Replacem...,7302 COPENHAGEN DR,SOUTHERN CONSTRUCTION (CCC) SE...,FINALED
DIS19-08543,HURRICANE MICHAEL,ELECTRICAL,43591,SERVICE REPAIR,11942 WHITE RD,OWNER/BUILDER,FINALED
DIS19-08544,HURRICANE MICHAEL,ROOF,43591,DAMAGED ROOF REPAIR,4221 NORTH SHORE RD,ALLSTATE CONSTRUCTION ROOFING ...,FINALED
DIS19-08545,HURRICANE MICHAEL,ROOF,43591,REPLACEMENT ROOF 23SQ,6926 PITTSBURGH ST,"ART CONSTRUCTION  OF NW FL, LL...",FINALED
DIS19-08546,HURRICANE MICHAEL,ROOF,43591,REROOF,137 PELICAN WAY,JEFF PHILLIPS CONSTRUCTION INC,ISSUED
DIS19-08547,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43591,REPLACE TRUSS & BRICK,215 SUNSET LN,"ART CONSTRUCTION OF NW FL, INC...",ISSUED
DIS19-08548,HURRICANE MICHAEL,ROOF,43591,REPLACEMENT ROOF 40SQ,215 SUNSET LN,"ART CONSTRUCTION  OF NW FL, LL...",FINALED
DIS19-08549,HURRICANE MICHAEL,ROOF,43591,REROOF - HURRICANE REPAIRS,5501 WHITFIELD CIR,"JTMM ENTERPRISES, LL",FINALED
DIS19-08550,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43591,INTERIOR HURRICANE REPAIRS,5501 WHITFIELD CIR,"JTMM ENTERPRISES, LL",FINALED
DIS19-08551,HURRICANE MICHAEL,ROOF,43671,Roof replacement,1417 BELMONT BLVD,ARISTA BUILDERS CONSTRUCTION I...,FINALED
DIS19-08552,HURRICANE MICHAEL,WINDOWS/DOORS,43591,WINDOWS & DOORS,230 TATES LN,"TOMMY'S GLASS AND MIRROR CO., ...",ISSUED
DIS19-08553,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43668,Rebuild from hurricane,626 SHORELINE DR,"ELEMENTS RESTORATION, LLC",ISSUED
DIS19-08554,HURRICANE MICHAEL,EXTERIOR,43594,REBUILD PORCH,5340 WHITNEY DR,JOHN DAVID ANDRESS CONSTRUCTIO...,ISSUED
DIS19-08555,HURRICANE MICHAEL,ELECTRICAL,43592,Temp pole for cleanup,3509 D ST,"SOUTHERN ELECTRICAL SERVICES, ...",FINALED
DIS19-08556,HURRICANE MICHAEL,EXTERIOR,43592,VINYL SIDING & WINDOWS,4421 MILL BAYOU RD,"K SIMON CONSTRUCTION, INC",FINALED
DIS19-08557,HURRICANE MICHAEL,ROOF,43592,Reroof after storm,9735 SUMMER CREEK DR,FORTNER'S HOME IMPROVEMENTS IN...,FINALED
DIS19-08558,HURRICANE MICHAEL,ROOF,43592,Reroof after storm,6903 DAVIS RD,FORTNER'S HOME IMPROVEMENTS IN...,FINALED
DIS19-08559,HURRICANE MICHAEL,ROOF,43592,DAMAGED ROOF REPAIR,2905 KINGS DR,SUN COAST ROOFING SERVICES INC...,FINALED
DIS19-08560,HURRICANE MICHAEL,ROOF,43592,DAMAGED ROOF REPAIR,12226 PINERIDGE RD,SUN COAST ROOFING SERVICES INC...,FINALED
DIS19-08561,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43592,"Insulation, Drywall, Cabinets,...",2813 TRACY LYNN CT,GEORGE OUTLAW HOMES LLC,FINALED
DIS19-08562,HURRICANE MICHAEL,ROOF,43592,Residential Roof Replacement,2732 17TH ST E,GEORGE OUTLAW HOMES LLC,ISSUED
DIS19-08563,HURRICANE MICHAEL,ROOF,43592,Residential Hurricane Replacem...,2606 REDWOOD ST,HUNGRY ROOFERS INCORPORATED,FINALED
DIS19-08564,HURRICANE MICHAEL,ROOF,43592,Residential Hurricane Replacem...,135 BAYOU DR,HUNGRY ROOFERS INCORPORATED,ISSUED
DIS19-08565,HURRICANE MICHAEL,ROOF,43592,REPLACEMENT ROOF 15SQ,212 COQUINA SHELL WAY,OWNER/BUILDER,ISSUED
DIS19-08566,HURRICANE MICHAEL,PLUMBING,43592,DAMAGED PLUMBING REPAIR,2838 HYDE AVE,CORBITT MOSELEYS PLUMBING,ISSUED
DIS19-08567,HURRICANE MICHAEL,ROOF,43592,Residential Hurricane Replacem...,4307 HUCKLEBERRY LN,A & A ROOFING COMPANY INC (TR-...,FINALED
DIS19-08568,HURRICANE MICHAEL,ROOF,43592,Residential Roof Over,2410 FORTUNE AVE,SITTE ROOFING & GUTTERING INC,FINALED
DIS19-08569,HURRICANE MICHAEL,ROOF,43592,Residential Roof Over,736 NEWMAN POINT RD,SITTE ROOFING & GUTTERING INC,FINALED
DIS19-08570,HURRICANE MICHAEL,MECHANICAL,43592,UNIT CHANGE OUT,7131 DEER HAVEN RD S,BAILEY'S A/C & HEATING LLC,FINALED
DIS19-08571,HURRICANE MICHAEL,ROOF,43592,DAMAGED ROOF REPAIR,3413 LOWE ST,EX EX ROOFING LLC,FINALED
DIS19-08572,HURRICANE MICHAEL,DEMOLITION, ,DEMO HOUSE,542 VENTURE BLVD,ELITE SERVICES  OF BAY COUNTY,APPROVED
DIS19-08573,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43592,INTERIOR/EXTERIOR REPAIRS,2365 FOXWORTH DR,HERITAGE  BUILDERS INC (CGC),ISSUED
DIS19-08574,HURRICANE MICHAEL,ROOF,43592,REROOF - HURRICANE REPAIRS,3765 CEDAR PARK,ROOFING & RECONSTRUCTION CONTR...,FINALED
DIS19-08575,HURRICANE MICHAEL,ROOF,43593,REROOF - HURRICANE REPAIRS,225 SCOOTER DR,ROOFING & RECONSTRUCTION CONTR...,FINALED
DIS19-08576,HURRICANE MICHAEL,ROOF,43592,REROOF - HURRICANE REPAIRS,11631 SAND CASTLE LN,ROOFING & RECONSTRUCTION CONTR...,FINALED
DIS19-08577,HURRICANE MICHAEL,ROOF,43592,REROOF - HURRICANE REPAIRS,2540 37TH ST E,ROOFING & RECONSTRUCTION CONTR...,FINALED
DIS19-08578,HURRICANE MICHAEL,ROOF,43592,REROOF - HURRICANE REPAIRS,932 RAINELLI CT,ROOFING & RECONSTRUCTION CONTR...,FINALED
DIS19-08580,HURRICANE MICHAEL,ROOF,43592,REFOOF - HURRICANE REPAIRS,6916 BEACH DR,NOLAND'S ROOFING INC.,FINALED
DIS19-08581,HURRICANE MICHAEL,ROOF,43592,RES ROOF,8217 SURF DR B,VERSATILE ROOFING SOLUTIONS LL...,FINALED
DIS19-08582,HURRICANE MICHAEL,ROOF,43592,ROOF OVER / SHED ONLY,2730 TWILIGHT AVE,SITTE ROOFING & GUTTERING INC,FINALED
DIS19-08583,HURRICANE MICHAEL,INTERIOR,43592,"DRYWALL, INSULATION, ETC",3215 GAME FARM RD,BARFIELD CONTRACTING & ASSOCIA...,ISSUED
DIS19-08584,HURRICANE MICHAEL,ROOF,43592,RES ROOF,3803 SIZEMORE LN,BAY ROOFING INC.,FINALED
DIS19-08585,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43592,INTERIOR/EXTERIOR REPAIRS,7706 CAMBRIDGE CT,HENDERSON CONTRACTING SERVICES...,ISSUED
DIS19-08586,HURRICANE MICHAEL,ROOF,43592,REPLACEMENT ROOF 30SQ,1525 GAINER AVE,HENDERSON CONTRACTING SERVICES...,FINALED
DIS19-08587,HURRICANE MICHAEL,ROOF,43592,REROOF - HURRICANE REPAIRS,4508 BROOK FOREST DR,CRAFTSMAN CUSTOM BUILDERS LLC,FINALED
DIS19-08588,HURRICANE MICHAEL,ROOF,43592,DAMAGED ROOF REPAIR,200 SAGO PALM ST,CORPORATE CONSTRUCTION & DESIG...,ISSUED
DIS19-08589,HURRICANE MICHAEL,ELECTRICAL, ,SERVIE REPAIR,7006 ADAMS RD,,APPLIED
DIS19-08590,HURRICANE MICHAEL,DEMOLITION,43592,Demo frere standing garage-sto...,326 TANAGA ST,Steven Yarbough ---owner,ISSUED
DIS19-08591,HURRICANE MICHAEL,ROOF,43592,DAMAGED ROOF REPAIR,240 WILDWOOD DR,"ASSURANCE RESIDENTIAL, INC.",FINALED
DIS19-08592,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43592,REPAIR STORM DAMAGE,7117 DEER HAVEN RD S,M & O OF PENSACOLA INC,ISSUED
DIS19-08593,HURRICANE MICHAEL,ELECTRICAL,43592,Temp Power Pole,4210 BREWTON LN,Chunky Bowden,ISSUED
DIS19-08594,HURRICANE MICHAEL,PLUMBING,43592,PLUMBING,2 HARVARD CIR,"BELLA PLUMBING, LLC",ISSUED
DIS19-08595,HURRICANE MICHAEL,ROOF,43592,REROOF,8144 MC CANN RD S,OAK CREST ROOFING,FINALED
DIS19-08597,HURRICANE MICHAEL,ROOF,43592,REROOF,5608 SCENIC DR,OAK CREST ROOFING,FINALED
DIS19-08598,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43592,REPAIR STORM DAMAGE,7501 RESOTA BEACH RD,OAK CREST ROOFING,ISSUED
DIS19-08599,HURRICANE MICHAEL,EXTERIOR,43598,RE-BUILD POOL ENCLOSURE,3207 NAUTICAL DR,OWNER/BUILDER,ISSUED
DIS19-08600,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43865,INTERIOR/EXTERIOR REPAIRS,3600 OAKBROOK LN,"WINTERFELL CONSTRUCTION, INC.",ISSUED
DIS19-08601,HURRICANE MICHAEL,ROOF,43592,REPLACEMENT ROOF 22SQ,8514 LAIRD ST,SOUTHEAST CONTRACTORS OF NORTH...,FINALED
DIS19-08602,HURRICANE MICHAEL,ROOF,43593,ROOF OVER 10SQ,444 MARLIN DR D-12,BRANNAN ALUMINUM INC,FINALED
DIS19-08603,HURRICANE MICHAEL,ROOF,43595,REPLACEMENT ROOF 40SQ,137 DERBY WOODS DR,"DAY ROOFING, INC (",FINALED
DIS19-08604,HURRICANE MICHAEL,ROOF,43594,REROOF - HURRICANE REPAIRS,22811 PANAMA CITY BEACH PKWY 9,GREG'S ROOFING OF BAY CO INC,ISSUED
DIS19-08605,HURRICANE MICHAEL,ROOF, ,REROOF - HURRICANE REPAIRS,,GREG'S ROOFING OF BAY CO INC,APPLIED
DIS19-08606,HURRICANE MICHAEL,ROOF,43594,REROOF - HURRICANE REPAIRS,6613 EVERLY ST,GREG'S ROOFING OF BAY CO INC,ISSUED
DIS19-08607,HURRICANE MICHAEL,ROOF, ,REROOF - HURRICANE REPAIRS,,,APPLIED
DIS19-08608,HURRICANE MICHAEL,ROOF,43594,REROOF,129 SANDOLLAR DR,JOHN DAVID ANDRESS CONSTRUCTIO...,FINALED
DIS19-08609,HURRICANE MICHAEL,ELECTRICAL,43593,Relocate meter box from damage,14040 ODOM RD,STRAIGHT ARROW DEVELOPMENT INC,ISSUED
DIS19-08610,HURRICANE MICHAEL,ROOF,43594,Replacement Roof 30 SQ,7162 RIVERBROOKE ST,PROS CONSTRUCTION & ROOFING IN...,ISSUED
DIS19-08611,HURRICANE MICHAEL,ROOF,43593,DAMAGED ROOF REPAIR,8411 JOHN PITTS RD,"ARC CONTRACTING, LLC",ISSUED
DIS19-08612,HURRICANE MICHAEL,ROOF,43593,REROOF- HURRIICANE  REPAIR,6937 HWY 2301,"A-1 MASONRY, INC.",ISSUED
DIS19-08613,HURRICANE MICHAEL,ROOF,43593,REPLACEMENT ROOF 30SQ,313 TANAGA ST,REROOF AMERICA CORPORATION,FINALED
DIS19-08614,HURRICANE MICHAEL,INTERIOR,43593,Interior repairs from storm da...,237 BOCA SHORES DR,PRESTIGE HOMES OF BAY COUNTY I...,ISSUED
DIS19-08615,HURRICANE MICHAEL,ROOF,43593,REPLACEMENT ROOF 33 SQ,3713 MARINER DR,REROOF AMERICA CORPORATION,FINALED
DIS19-08616,HURRICANE MICHAEL,ROOF,43593,REROOF- HURRICAN REPAIRS,2006 PAR DR,COASTAL METAL ROOFING INC,FINALED
DIS19-08617,HURRICANE MICHAEL,ROOF,43593,Metal Roof Over 6SQ,7203 ELDER WAY,SULLIVAN'S QUALITY ROOFING INC,FINALED
DIS19-08618,HURRICANE MICHAEL,ROOF,43593,REPLACEMENT ROOF 34SQ,2113 PEBBLE BEACH PL,SALAZAR ROOFING CORPORATION,FINALED
DIS19-08619,HURRICANE MICHAEL,ROOF,43593,REPLACEMENT ROOF 34SQ,9302 BURNT MILL CREEK RD S,SALAZAR ROOFING CORPORATION,FINALED
DIS19-08620,HURRICANE MICHAEL,ROOF,43593,REPLACEMENT ROOF 24 SQ,11709 SEASHORE LN,SALAZAR ROOFING CORPORATION,FINALED
DIS19-08621,RESIDENTIAL,ROOF,43593,Residential Hurricane Repairs,10435 MILLER CIR,HERBST CONSTRUCTION LLC,FINALED
DIS19-08622,HURRICANE MICHAEL,ROOF,43593,DAMAGED ROOF REPAIR,6141 RIVERBROOKE DR,"R2 REALTY RESTORATION, LLC (",FINALED
DIS19-08623,HURRICANE MICHAEL,ROOF,43593,REROOF,125 SEAGREASS WAY,ATLANTIC REAL ESTATE AND BUILD...,FINALED
DIS19-08624,HURRICANE MICHAEL,ELECTRICAL,43593,PRE-INSPECTION FOR POWER,3202 COLTER ST,"METROPOWER, INC.",FINALED
DIS19-08625,HURRICANE MICHAEL,ROOF,43595,Residential Hurricane Replacem...,1219 THOMAS DR 61,"JACKSONVILLE ROOFING USA, LLC",ISSUED
DIS19-08626,HURRICANE MICHAEL,ROOF,43593,METAL ROOF REPLACEMENT,6906 SMITH RD,ECOVIEW WINDOWS AND DOORS OF N...,ISSUED
DIS19-08627,HURRICANE MICHAEL,VINYL SIDING,43593,SIDING & SOFFIT,6906 SMITH RD,ECOVIEW WINDOWS AND DOORS OF N...,ISSUED
DIS19-08628,HURRICANE MICHAEL,PLUMBING,43593,REPLACE FIXTURE,3419 PRETTY BAYOU CT,SMITH PLUMBING OF BAY COUNTY I...,ISSUED
DIS19-08629,HURRICANE MICHAEL,MECHANICAL,43593,REPLACE  A/C UNIT,9215 CHEROKEE ST,BEAHAN'S HEAT AND AIR INC.,FINALED
DIS19-08630,HURRICANE MICHAEL,ELECTRICAL,43593,SERVC REPAIR,2533 ORLANDO RD W,LT SERVICES ELECTRICAL CO,FINALED
DIS19-08631,HURRICANE MICHAEL,ELECTRICAL,43593,SERVC REPAIR on storage buildi...,2919 SARASOTA AVE,LT SERVICES ELECTRICAL CO,FINALED
DIS19-08632,HURRICANE MICHAEL,ROOF,43593,Residential Replacement,122 FOX RIDGE RD,"VASTA DEVELOPMENT, INC.",ISSUED
DIS19-08633,HURRICANE MICHAEL,ROOF,43593,REROOF - HURRICANE REPAIRS,446 WAHOO RD,COMPASS HOMES OF NORTHWEST FLO...,ISSUED
DIS19-08634,HURRICANE MICHAEL,ROOF,43593,Residential Hurricane Replacem...,6805 GULF DR 2,"ECO ROOF AND SOLAR, INC.",FINALED
DIS19-08635,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43593,HURRICANE REPAIRS,446 WAHOO RD,COMPASS HOMES OF NORTHWEST FLO...,WITHDRAWN
DIS19-08636,HURRICANE MICHAEL,ROOF, ,REROOF - HURRICANE REPAIRS,,,APPLIED
DIS19-08637,HURRICANE MICHAEL,ROOF,43593,REROOF - HURRICANE REPAIRS,4813 SPYGLASS DR,COMPASS HOMES OF NORTHWEST FLO...,ISSUED
DIS19-08638,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43593,INTER/EXT HURRICANE REPAIRS,4813 SPYGLASS DR,COMPASS HOMES OF NORTHWEST FLO...,ISSUED
DIS19-08639,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43593,INTER/EXTER HURRICANE REPAIRS,1611 WAHOO LN,COMPASS HOMES OF NORTHWEST FLO...,ISSUED
DIS19-08640,HURRICANE MICHAEL,VINYL SIDING,43598,Vinyl Siding,13118 SCOTTS FERRY RD,1ST CHOICE HOME IMPROVEMENTS I...,FINALED
DIS19-08641,HURRICANE MICHAEL,ROOF,43593,Residential Hurricane Replacem...,8146 MITTIE AVE,"CERTIFIED ROOFING SOLUTIONS , ...",FINALED
DIS19-08642,HURRICANE MICHAEL,ELECTRICAL,43605,Service Repair,1324 SKUNK VALLEY RD,OWNER/BUILDER,FINALED
DIS19-08643,HURRICANE MICHAEL,VINYL SIDING,43593,VINYL SIDING,1683 ACRE CIR,ARTISAN ALUMINUM INC,HOLD
DIS19-08644,HURRICANE MICHAEL,ROOF,43593,REROOF - HURRICANE REPAIRS,4605 BYLSMA,INLAND CONSTRUCTION AND ENGINE...,FINALED
DIS19-08645,HURRICANE MICHAEL,ROOF,43605,Commercial Roof Over,14130 HWY 77,SITTE ROOFING & GUTTERING INC,FINALED
DIS19-08646,HURRICANE MICHAEL,ROOF,43605,Residential Metal Roof,6000 BEACH DR,WADE FAMILY HOMES LLC,FINALED
DIS19-08647,HURRICANE MICHAEL,ELECTRICAL,43605,Service Repair - GUARD SHACK,6824 BAY LINE DR,KEEFE & SONS ELECTRIC INC,FINALED
DIS19-08648,HURRICANE MICHAEL,ROOF,43605,Residential Metal Roof,13528 WOODCREST BLVD,SUNCOAST REROOFING LLC,FINALED
