ParcelId,Address,UseCode,SquareFootage,Stories,YearBuilt,OccType,ExteriorWalls,RoofCover,InteriorWalls,FrameType,FloorCover,PermitNumber,PermitIssuedDate,PermitType,PermitDescription,PermitAmount,Latitude,Longitude
04193-020-000,8 HWY 98 MEXICO BEACH 32410,SINGLE FAM (000100),3392,2,1982,SFR AVERG,VINYL,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,['B1648'],['20020802'],['RENO'],['RENOVATION'],['0'],29.925807,-85.388969
04193-010-000,6 HWY 98 MEXICO BEACH 32410,SINGLE FAM (000100),3188,2,1992,SFR AVERG,VINYL,ENG SHINGL,DRYWALL,,HARDWOOD; CARPET,"['20MB-RR0080', '19MB-RB0216', '19MB-RR0230', '9610831', '922995']","['20200729', '20190410', '20190402', '19960912', '19920403']","['RERF', 'REMO', 'RERF', 'RENO', 'NC']","['RE-ROOF', 'REMODEL', 'RE-ROOF', 'RENOVATION', 'NEW CONST.']","['0', '100,000', '28,000', '11,900', '56,700']",29.934693,-85.399163
04193-000-000,4 HWY 98 MEXICO BEACH 32410,SINGLE FAM (000100),2436,1,1966,SFR AVERG,CB STUCCO,STAND SEAM,DRYWALL,,SHT VINYL; CARPET,"['20MB-RB0028', '20MB-CR0001', '18-0049', '9705958', '93-5372', '927843']","['20200121', '20200117', '20180723', '19970602', '19930614', '19920904']","['REMO', 'RERF', 'RERF', 'XTRA', 'ALTR', 'ADD']","['REMODEL', 'RERF', 'RERF', 'EXTRA FEAT', 'ALTERATION', 'ADDITION']","['0', '0', '0', '500', '942', '5,000']",29.93434,-85.398797
04188-120-010,400 MARYLAND BLVD MEXICO BEACH 32410,SINGLE FAM (000100),736,1,2015,SFR AVERG,AVERAGE,MODULAR MT,DRYWALL,,CLAY TILE,['14-2594'],['20140711'],['NC'],['SINGLE FAMILY'],"['54,200']",29.935465,-85.393921
04188-120-000,316 MARYLAND BLVD MEXICO BEACH 32410,SINGLE FAM (000100),1300,1,2015,SFR AVERG,AVERAGE,MODULAR MT,DRYWALL,,CLAY TILE,"['20MB-RR0083', '14-2265', '14-2515']","['20200812', '20141017', '20140813']","['RERF', 'ROOF', 'NC']","['RE-ROOF', 'ROOF', 'SINGLE FAMILY']","['0', '0', '118,500']",29.935562,-85.393038
04188-113-000,406 5TH ST MEXICO BEACH 32410,SINGLE FAM (000100),2986,0,2007,SFR AVERG,AVERAGE,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['18MB-RR0134', '166-0335', '9512778']","['20181213', '20061031', '19951115']","['RERF', 'NC', 'ROOF']","['RE-ROOF', 'NEW CONST.', 'ROOF']","['0', '264,882', '0']",29.9372,-85.393706
04188-090-000,508 CATHEY LN MEXICO BEACH 32410,SINGLE FAM (000100),940,1,2017,SFR GOOD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE,"['19MB-RR0144', '17-3358', '16-3332', '16-3326', '9403112']","['20190225', '20170105', '20161208', '20161201', '19940401']","['RERF', 'ROOF', 'NC', 'DEM', 'ROOF']","['RE-ROOF', 'ROOF', 'SINGLE FAMILY', 'DEMO MH', 'ROOF']","['0', '0', '112,650', '0', '0']",29.939543,-85.409602
04188-030-000,410 5TH ST MEXICO BEACH 32410,SINGLE FAM (000100),2536,1,2001,SFR AVERG,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE,"['21MB-RB0068', '21MB-RB0036', '19MB-RR0328', 'B1840', 'B763', 'B644']","['20210423', '20210302', '20190711', '20020812', '20010424', '20010406']","['ENCL', 'POOL', 'RERF', 'ADD', 'ADD', 'NC']","['PATIO ENCLOSURE', 'POOL/HOT TUB', 'RE-ROOF', 'ADDITION', 'ADDITION', 'NEW CONST.']","['23,495', '44,388', '0', '1,584', '1,200', '79,968']",29.937526,-85.393416
04185-773-000,110 ST CHRISTOPHER ST MEXICO BEACH 32410,SINGLE FAM (000100),2710,1,2007,SFR VRY/GD,BD/BAT AVG,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,,,,,,29.944265,-85.402644
04185-772-000,108 ST CHRISTOPHER ST MEXICO BEACH 32410,SINGLE FAM (000100),2590,1,2015,SFR VRY/GD,ABOVE AVG.; BD/BTN ABV,MODULAR MT,DRYWALL,,CLAY TILE; VINYL PLNK,['15-2789'],['20150401'],['NC'],['SINGLE FAMILY'],"['294,436']",29.943974,-85.402523
04185-768-000,100 ST CHRISTOPHER ST MEXICO BEACH 32410,SINGLE FAM (000100),3569,1,2012,SFR VRY/GD,AVERAGE,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,"['071511', '11111173']","['20110715', '20110404']","['ROOF', 'NC']","['ROOF', 'NEW CONST.']","['0', '221,160']",29.943129,-85.402533
04185-766-000,204 ST CHARLES ST MEXICO BEACH 32410,SINGLE FAM (000100),3124,1,2006,SFR VRY/GD,BD/BAT AVG,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0256', '19MB-RR0227', '960159']","['20190423', '20190328', '20060209']","['REMO', 'RERF', 'NC']","['REMODEL', 'RE-ROOF', 'NEW CONST.']","['98,000', '0', '203,524']",29.945002,-85.403437
04185-765-000,202 ST CHARLES ST MEXICO BEACH 32410,SINGLE FAM (000100),2958,1,2018,SFR VRY/GD,BD/BAT AVG,STAND SEAM,DRYWALL,,VINYL PLNK,"['19MB-RR0251', '17-3352', '14-2704']","['20190416', '20170725', '20141201']","['RERF', 'NC', 'NC']","['RE-ROOF', 'SINGLE FAMILY', 'SINGLE FAMILY']","['12,000', '337,950', '250,200']",29.944744,-85.403319
04185-763-000,108 PARKER PKWY MEXICO BEACH 32410,SINGLE FAM (000100),2560,1,2011,SFR VRY/GD,ABOVE AVG.,MODULAR MT,DRYWALL,,CLAY TILE; HARDWOOD,"['03101085', '19101038', '550103']","['20100805', '20100507', '20051205']","['NC', 'NC', 'NC']","['NEW CONST.', 'NEW CONST.', 'NEW CONST.']","['123,000', '0', '84,116']",29.944591,-85.403095
04185-760-000,101 ST CHRISTOPHER ST MEXICO BEACH 32410,SINGLE FAM (000100),2533,1,2015,SFR VRY/GD,BD/BTN ABV; ABOVE AVG.,MODULAR MT,DRYWALL,,CLAY TILE; VINYL PLNK,,,,,,29.942988,-85.403002
04185-759-000,103 ST CHRISTOPHER ST MEXICO BEACH 32410,SINGLE FAM (000100),2370,1,2015,SFR VRY/GD,BD/BTN ABV,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,,,,,,29.94318,-85.403006
04185-756-000,109 ST CHRISTOPHER ST MEXICO BEACH 32410,SINGLE FAM (000100),2770,1,2018,SFR VRY/GD,BD/BTN ABV,STAND SEAM,DRYWALL,,VINYL PLNK,"['20MB-RB0020', '19MB-RR0098', '17-3529']","['20200113', '20190201', '20170622']","['NC', 'RERF', 'NC']","['SINGLE FAMILY', 'RE-ROOF', 'SINGLE FAMILY']","['311,928', '0', '311,928']",29.943799,-85.403017
04185-754-000,113 ST CHRISTOPHER ST MEXICO BEACH 32410,SINGLE FAM (000100),2458,1,2007,SFR VRY/GD,VINYL,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0303', '24101094', '18101091', '72070529']","['20190514', '20100824', '20100817', '20070720']","['REMO', 'ROOF', 'NC', 'NC']","['REMODEL', 'ROOF', 'NEW CONST.', 'SFD']","['1,200', '26,000', '0', '150,000']",29.944265,-85.402937
04185-750-000,106 ST CHARLES ST MEXICO BEACH 32410,SINGLE FAM (000100),2851,1,2016,SFR VRY/GD,ABOVE AVG.,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,['15-2948'],['20150914'],['NC'],['SINGLE FAMILY'],"['331,980']",29.943588,-85.403329
04185-747-000,100 ST CHARLES ST MEXICO BEACH 32410,SINGLE FAM (000100),2286,1,2020,SFR VRY/GD,ABOVE AVG.,MODULAR MT,DRYWALL,,CLAY TILE; VINYL PLNK,"['19MB-RR0395', '19MB-RB0424']","['20191105', '20190805']","['ROOF', 'NC']","['ROOF', 'SINGLE FAMILY']","['0', '175,000']",29.942984,-85.403318
04185-743-000,107 ST CHARLES ST MEXICO BEACH 32410,SINGLE FAM (000100),2894,2,2014,SFR VRY/GD,ABOVE AVG.,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,"['13-2376', '13-2290']","['20130802', '20130304']","['ROOF', 'NC']","['ROOF', 'SINGLE FAMILY']","['0', '132,000']",29.943581,-85.403803
04185-740-000,113 ST CHARLES ST MEXICO BEACH 32410,SINGLE FAM (000100),2564,1,2016,SFR VRY/GD,ABOVE AVG.,MODULAR MT,DRYWALL,,CLAY TILE; HARDWOOD,"['16-3241', '16-3117']","['20160913', '20160419']","['ROOF', 'NC']","['ROOF', 'SINGLE FAMILY']","['0', '295,594']",29.944254,-85.403726
04185-735-000,104 ST FRANCES ST MEXICO BEACH 32410,SINGLE FAM (000100),2465,1,2011,SFR VRY/GD,BD/BAT AVG,STAND SEAM,DRYWALL,,HARDWOOD; CARPET,['19MB-RR0016'],['20190103'],['RERF'],['RE-ROOF'],['0'],29.94337,-85.404114
04185-733-000,100 ST FRANCES ST MEXICO BEACH 32410,SINGLE FAM (000100),2506,1,2015,SFR VRY/GD,BD/BAT AVG; AVERAGE,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,"['15-2729', '14-2675']","['20150106', '20141024']","['ROOF', 'NC']","['ROOF', 'SINGLE FAMILY']","['0', '212,850']",29.942953,-85.404091
04185-728-000,201 ST CHARLES ST MEXICO BEACH 32410,SINGLE FAM (000100),2585,1,2020,SFR VRY/GD,ABOVE AVG.,STAND SEAM,DRYWALL,,VINYL PLNK,"['19MB-RR0333', '19MB-RB0165']","['20190716', '20190321']","['ROOF', 'NC']","['ROOF', 'SINGLE FAMILY']","['0', '325,000']",29.944493,-85.403734
04185-726-000,202 ST FRANCES ST MEXICO BEACH 32410,SINGLE FAM (000100),2876,1,2015,SFR VRY/GD,BD/BAT AVG; AVERAGE,MODULAR MT,DRYWALL,,CLAY TILE; VINYL PLNK,['15-2742'],['20150126'],['ROOF'],['ROOF'],['0'],29.944745,-85.40414
04185-721-000,212 ST FRANCES ST MEXICO BEACH 32410,SINGLE FAM (000100),3118,2,2017,SFR VRY/GD,ABOVE AVG.,MODULAR MT,PLYWOOD,,CLAY TILE; PARQUET,['19MB-DEM0190'],['20190506'],['DEM'],['DEMOLITION'],['0'],29.945776,-85.40416
04185-720-000,214 ST FRANCES ST MEXICO BEACH 32410,SINGLE FAM (000100),3073,1,2019,SFR VRY/GD,ABOVE AVG.,STAND SEAM,DRYWALL,,CLAY TILE; VINYL PLNK,"['18-0046', '18-3377']","['20180717', '20180112']","['ROOF', 'NC']","['ROOF', 'SINGLE FAMILY']","['0', '341,664']",29.945987,-85.404249
04185-718-000,218 ST FRANCES ST MEXICO BEACH 32410,SINGLE FAM (000100),2836,1,2015,SFR VRY/GD,AVERAGE,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,"['18MB-RR0201', '15-2820', '15-2728']","['20181219', '20150429', '20150106']","['RERF', 'ROOF', 'NC']","['RE-ROOF', 'ROOF', 'SINGLE FAMILY']","['0', '0', '290,000']",29.946313,-85.404413
04185-716-000,215 ST FRANCES ST MEXICO BEACH 32410,SINGLE FAM (000100),2627,1,2017,SFR VRY/GD,BD/BTN ABV,MODULAR MT,DRYWALL,,CLAY TILE; VINYL PLNK,"['20MB-RB0245', '19MB-RB0485', '17-3463', '17-3411']","['20200821', '20190813', '20170420', '20170228']","['DECK', 'DECK', 'ROOF', 'NC']","['DECK', 'DECK', 'ROOF', 'SINGLE FAMILY']","['2,000', '500', '0', '256,279']",29.946026,-85.404576
04185-710-000,203 ST FRANCES ST MEXICO BEACH 32410,SINGLE FAM (000100),2565,1,2015,SFR VRY/GD,BD/BAT AVG; ABOVE AVG.,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,,,,,,29.944807,-85.404615
04185-708-000,115 ST FRANCES ST MEXICO BEACH 32410,SINGLE FAM (000100),2434,1,2015,SFR VRY/GD,BD/BAT AVG; AVERAGE,MODULAR MT,DRYWALL,,VINYL PLNK,"['15-2743', '14-2683']","['20150126', '20141105']","['ROOF', 'NC']","['ROOF', 'SINGLE FAMILY']","['0', '212,850']",29.944394,-85.404607
04185-707-000,113 ST FRANCES ST MEXICO BEACH 32410,SINGLE FAM (000100),2852,1,2020,SFR VRY/GD,ABOVE AVG.,MODULAR MT,DRYWALL,,VINYL PLNK,"['20MB-RR0021', '19MB-RB0515']","['20200206', '20190912']","['ROOF', 'NC']","['ROOF', 'SINGLE FAMILY']","['0', '380,000']",29.944188,-85.404603
04185-703-000,105 ST FRANCES ST MEXICO BEACH 32410,SINGLE FAM (000100),3367,2,2017,SFR VRY/GD,ABOVE AVG.,STAND SEAM,DRYWALL,,CARPET; VINYL PLNK,"['18MB-RR0202', '17-3470', '17-3265']","['20181219', '20170502', '20170111']","['RERF', 'ROOF', 'NC']","['RE-ROOF', 'ROOF', 'SINGLE FAMILY']","['0', '0', '405,991']",29.943363,-85.404588
04185-702-000,103 ST FRANCES ST MEXICO BEACH 32410,SINGLE FAM (000100),2310,2,2007,SFR VRY/GD,ABOVE AVG.,MODULAR MT,DRYWALL,,CLAY TILE,"['18MB-RR0167', '0407']","['20181210', '20070215']","['RERF', 'NC']","['RE-ROOF', 'SFD']","['0', '219,000']",29.943157,-85.404584
04185-701-000,101 ST FRANCES ST MEXICO BEACH 32410,SINGLE FAM (000100),2579,1,2019,SFR VRY/GD,BD/BTN ABV,MODULAR MT,DRYWALL,,VINYL PLNK,"['19MB-RR0084', '18-0025']","['20190125', '20180420']","['RERF', 'NC']","['RE-ROOF', 'SINGLE FAMILY']","['0', '232,000']",29.942902,-85.404604
04185-550-580,1008 15TH ST 16D MEXICO BEACH 32410,SINGLE FAM (000100),1344,2,2006,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0143', '19MB-RR0014']","['20190312', '20190103']","['REMO', 'RERF']","['REMODEL', 'RE-ROOF']","['9,000', '0']",29.943923,-85.397612
04185-550-570,1008 15TH ST 16C MEXICO BEACH 32410,SINGLE FAM (000100),1490,2,2006,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,['18-0130'],['20181129'],['RERF'],['RERF'],['0'],29.943923,-85.397612
04185-550-560,1008 15TH ST 16B MEXICO BEACH 32410,SINGLE FAM (000100),1344,2,2006,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0085', '18-0115']","['20190208', '20181121']","['REMO', 'RERF']","['REMODEL', 'RERF']","['7,500', '0']",29.943923,-85.397612
04185-550-550,1008 15TH ST 16A MEXICO BEACH 32410,SINGLE FAM (000100),1490,2,2006,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0439', '19MB-RB0127', '19MB-RR0083']","['20190716', '20190305', '20190125']","['REMO', 'REMO', 'RERF']","['REMODEL', 'REMODEL', 'RE-ROOF']","['0', '9,000', '0']",29.943923,-85.397612
04185-550-540,1008 15TH ST 15D MEXICO BEACH 32410,SINGLE FAM (000100),1344,2,2006,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; VINYL PLNK,"['18MB-RB0078', '18-0109', '18-0110']","['20181214', '20181120', '20181120']","['REMO', 'RERF', 'RERF']","['REMODEL', 'RERF', 'RERF']","['1,000', '0', '0']",29.943923,-85.397612
04185-550-530,1008 15TH ST 15C MEXICO BEACH 32410,SINGLE FAM (000100),1490,2,2006,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,['19MB-RR0034'],['20190109'],['RERF'],['RE ROOF'],"['6,600']",29.943923,-85.397612
04185-550-520,1008 15TH ST 15B MEXICO BEACH 32410,SINGLE FAM (000100),1344,2,2006,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; VINYL PLNK,"['19MB-RB0247', '19MB-RR0061', '18-0111']","['20190418', '20190116', '20181120']","['REMO', 'RERF', 'RERF']","['REMODEL', 'RERF', 'RERF']","['9,935', '0', '0']",29.943923,-85.397612
04185-550-510,1008 15TH ST 15A MEXICO BEACH 32410,SINGLE FAM (000100),1490,2,2006,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0077', '19MB-RB0128', '19MB-RR0033']","['20190916', '20190305', '20190109']","['REMO', 'REMO', 'RERF']","['REMODEL', 'REMODEL', 'RE-ROOF']","['13,000', '12,000', '0']",29.943923,-85.397612
04185-550-500,1008 15TH ST 14D MEXICO BEACH 32410,SINGLE FAM (000100),1344,2,2006,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,['18-0108'],['20181120'],['RERF'],['RERF'],['0'],29.943923,-85.397612
04185-550-490,1008 15TH ST 14C MEXICO BEACH 32410,SINGLE FAM (000100),1490,2,2006,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,29.943923,-85.397612
04185-550-480,1008 15TH ST 14B MEXICO BEACH 32410,SINGLE FAM (000100),1344,2,2006,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,['19MB-RB0588'],['20191028'],['REMO'],['REMODEL'],"['15,000']",29.943923,-85.397612
04185-550-470,1008 15TH ST 14A MEXICO BEACH 32410,SINGLE FAM (000100),1490,2,2006,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['19MB-SID0035', '19MB-RR0031']","['20191001', '20190109']","['SIDG', 'RERF']","['SIDING', 'RE-ROOF']","['13,123', '0']",29.943923,-85.397612
04185-550-460,1008 15TH ST 13D MEXICO BEACH 32410,SINGLE FAM (000100),1344,2,2006,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['20MB-RB0073', '19MB-RR0036']","['20200220', '20190109']","['REMO', 'RERF']","['REMODEL', 'RE-ROOF']","['10,000', '0']",29.943923,-85.397612
04185-550-450,1008 15TH ST 13C MEXICO BEACH 32410,SINGLE FAM (000100),1490,2,2006,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['19MB-RR0076', '18MB-RR0217']","['20191001', '20181220']","['REMO', 'RERF']","['REMODEL', 'RE-ROOF']","['10,600', '0']",29.943923,-85.397612
04185-550-440,1008 15TH ST 13B MEXICO BEACH 32410,SINGLE FAM (000100),1344,2,2006,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,HARDWOOD; CARPET,['18-0119'],['20181213'],['RERF'],['RE-ROOF'],['0'],29.943923,-85.397612
04185-550-430,1008 15TH ST 13A MEXICO BEACH 32410,SINGLE FAM (000100),1490,2,2006,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0075', '18MB-RR0218']","['20200116', '20181220']","['REMO', 'RERF']","['REMODEL', 'RE-ROOF']","['22,600', '0']",29.943923,-85.397612
04185-550-200,1016 15TH ST N 5D MEXICO BEACH 32410,SINGLE FAM (000100),1490,2,2005,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['19MB-RR0007', '18MB-RB0061']","['20190102', '20181204']","['RERF', 'REMO']","['RE-ROOF', 'REMODEL']","['0', '6,700']",29.943004,-85.398094
04185-550-190,1016 15TH ST N 5C MEXICO BEACH 32410,SINGLE FAM (000100),1344,2,2005,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['21MB-RB0166', '18-0121']","['20210721', '20181128']","['REMO', 'RERF']","['REMODEL', 'RERF']","['8,500', '0']",29.943004,-85.398094
04185-550-180,1016 15TH ST N 5B MEXICO BEACH 32410,SINGLE FAM (000100),1490,2,2005,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE,"['19MB-RR0005', '18-0053']","['20190102', '20181128']","['RERF', 'REMO']","['RE-ROOF', 'REMODEL']","['0', '5,000']",29.943004,-85.398094
04185-550-170,1016 15TH ST N 5A MEXICO BEACH 32410,SINGLE FAM (000100),1344,2,2005,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; VINYL PLNK,['18MB-RR0215'],['20181220'],['RERF'],['RE-ROOF'],['0'],29.943004,-85.398094
04185-550-160,1016 15TH ST N 4D MEXICO BEACH 32410,SINGLE FAM (000100),1490,2,2005,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0189', '18-0112']","['20190402', '20181120']","['REMO', 'RERF']","['REMODEL', 'RERF']","['18,000', '0']",29.943004,-85.398094
04185-550-150,1016 15TH ST N 4C MEXICO BEACH 32410,SINGLE FAM (000100),1344,2,2005,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,['18MB-RR0178'],['20181213'],['RERF'],['RE-ROOF'],['0'],29.943004,-85.398094
04185-550-140,1016 15TH ST N 4B MEXICO BEACH 32410,SINGLE FAM (000100),1490,2,2005,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,['18-0120'],['20181128'],['RERF'],['RERF'],['0'],29.943004,-85.398094
04185-550-130,1016 15TH ST N 4A MEXICO BEACH 32410,SINGLE FAM (000100),1344,2,2005,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,['18MB-RR0177'],['20181213'],['RERF'],['RE-ROOF'],['0'],29.943004,-85.398094
04185-550-120,1016 15TH ST N 3D MEXICO BEACH 32410,SINGLE FAM (000100),1490,2,2005,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['19MB-SID0028', '19MB-RB0295', '19MB-RR0009']","['20190716', '20190510', '20190102']","['SIDG', 'REMO', 'RERF']","['SIDING', 'REMODEL', 'RE-ROOF']","['0', '10,600', '0']",29.943004,-85.398094
04185-550-110,1016 15TH ST N 3C MEXICO BEACH 32410,SINGLE FAM (000100),1344,2,2005,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0567', '18MB-RR0139']","['20191014', '20181204']","['REMO', 'RERF']","['REMODEL', 'RE-ROOF']","['18,500', '0']",29.943004,-85.398094
04185-550-100,1016 15TH ST N 3B MEXICO BEACH 32410,SINGLE FAM (000100),1490,2,2005,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['19MB-RR0004', '18-0107']","['20190102', '20181120']","['RERF', 'RERF']","['RERF', 'RERF']","['0', '0']",29.943004,-85.398094
04185-550-090,1016 15TH ST N 3A MEXICO BEACH 32410,SINGLE FAM (000100),1344,2,2005,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0081', '18MB-RR0148']","['20190905', '20181206']","['REMO', 'RERF']","['REMODEL', 'RE-ROOF']","['15,000', '0']",29.943004,-85.398094
04185-550-080,1016 15TH ST N 2D MEXICO BEACH 32410,SINGLE FAM (000100),1490,2,2005,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0080', '18MB-RR0149']","['20190909', '20181206']","['REMO', 'RERF']","['REMODEL', 'RE-ROOF']","['15,000', '0']",29.943004,-85.398094
04185-550-070,1016 15TH ST N 2C MEXICO BEACH 32410,SINGLE FAM (000100),1344,2,2005,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0079', '18MB-RR0150']","['20190919', '20181206']","['REMO', 'RERF']","['REMODEL', 'RE-ROOF']","['13,400', '0']",29.943004,-85.398094
04185-550-060,1016 15TH ST N 2B MEXICO BEACH 32410,SINGLE FAM (000100),1490,2,2005,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0188', '18MB-RR0232']","['20190402', '20181228']","['REMO', 'RERF']","['REMODEL', 'RE-ROOF']","['48,000', '0']",29.943004,-85.398094
04185-550-050,1016 15TH ST N 2A MEXICO BEACH 32410,SINGLE FAM (000100),1344,2,2005,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0078', '18MB-RR0152']","['20190919', '20181206']","['REMO', 'RERF']","['REMODEL', 'RE-ROOF']","['14,200', '0']",29.943004,-85.398094
04185-550-040,1016 15TH ST N 1D MEXICO BEACH 32410,SINGLE FAM (000100),1490,2,2005,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0074', '18MB-RR0119']","['20190305', '20181213']","['REMO', 'RERF']","['REMODEL', 'RE ROOF']","['11,500', '6,000']",29.943004,-85.398094
04185-550-030,1016 15TH ST N 1C MEXICO BEACH 32410,SINGLE FAM (000100),1344,2,2005,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0073', '18-0118']","['20190919', '20181128']","['REMO', 'RERF']","['REMODEL', 'RERF']","['4,700', '0']",29.943004,-85.398094
04185-550-020,1016 15TH ST N 1B MEXICO BEACH 32410,SINGLE FAM (000100),1490,2,2005,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0072', '19MB-RB0029', '18-0124']","['20190919', '20190114', '20181128']","['REMO', 'REMO', 'RERF']","['REMODEL', 'REMODEL', 'RERF']","['6,400', '10,000', '0']",29.943004,-85.398094
04185-550-010,1016 15TH ST N 1A MEXICO BEACH 32410,SINGLE FAM (000100),1344,2,2005,TWN AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0178', '19MB-RB0057', '18-0116']","['20190325', '20190206', '20181128']","['REMO', 'REMO', 'RERF']","['REMODEL', 'REMODEL', 'RERF']","['21,500', '13,789', '0']",29.943004,-85.398094
04185-513-000,108 PARADISE COVE BLVD MEXICO BEACH 32456,SINGLE FAM (000100),3378,1,2005,SFR GOOD,WD FR STUC,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['20MB-RB0183', '19MB-RB0451', '19MB-RB0257', '18MB-RR0146', '1004-15']","['20200520', '20190807', '20190423', '20181205', '20050110']","['STOR', 'RENO', 'REMO', 'RERF', 'NC']","['POLE BARN/SHED', 'PATIO ENCLOSURE', 'REMODEL', 'RE-ROOF', 'NEW CONST.']","['6,720', '22,000', '3,700', '0', '0']",29.94244,-85.392406
04185-512-000,106 PARADISE COVE BLVD MEXICO BEACH 32410,SINGLE FAM (000100),2486,1,2020,SFR GOOD,ABOVE AVG.,ENG SHINGL,DRYWALL,,CLAY TILE; VINYL PLNK,"['21MB-RB0007', '18MB-RR0059', '18MB-RB0050']","['20210205', '20190417', '20181005']","['POOL', 'ROOF', 'NC']","['POOLS/HOT TUB', 'ROOF', 'SINGLE FAMILY']","['69,000', '299,000', '298,613']",29.94224,-85.392391
04185-511-000,104 PARADISE COVE BLVD MEXICO BEACH 32410,SINGLE FAM (000100),2626,1,2006,SFR GOOD,WD FR STUC,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['19MB-RR0054', '21610991', '6019-05']","['20190115', '20100216', '20050623']","['RERF', 'POOL', 'NC']","['RE-ROOF', 'POOLS', 'NEW CONST.']","['0', '0', '178,000']",29.942039,-85.392381
04185-509-000,100 PARADISE COVE BLVD MEXICO BEACH 32456,SINGLE FAM (000100),1942,1,2018,SFR GOOD,ABOVE AVG.,ENG SHINGL,DRYWALL,,CLAY TILE,['17-3354'],['20170726'],['NC'],['SINGLE FAMILY'],"['242,423']",29.941476,-85.392958
