Parcel Id,Address,Use Code,Square Footage,Stories,Year Built,OccType,Exterior Walls,Roof Cover,Interior Walls,Frame Type,Floor Cover,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Permit Number,Permit Issued Date,Permit Type,Permit Description,Permit Amount,Latitude,Longitude
27541-438-000,7118 MELISSA ELAINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),1945,1,2000,SFR GOOD,WD FR STUC,ENG SHINGL,DRYWALL,,CARPET; CLAY TILE,,,,,,"['DIS18-1264', '0252']","['20181109', '20000104']","['RERF', 'NC']","['RERF', 'NEW CONST.']","['0', '79,904']",30.195677,-85.763489
27541-436-000,7114 MELISSA ELAINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2038,1,2002,SFR GOOD,WD FR STUC,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['19-05724', '500389', 'RF946', 'B305']","['20190305', '20050215', '20020709', '20020212']","['RERF', 'ADD', 'ROOF', 'NC']","['RE-ROOF', 'ADDITION', 'ROOF', 'NEW CONST.']","['0', '700', '0', '101,724']",30.195665,-85.763078
27541-435-000,7112 MELISSA ELAINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2092,1,2002,SFR GOOD,WD FR STUC,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['19-05629', 'B304']","['20190304', '20020212']","['RERF', 'NC']","['RE-ROOF', 'NEW CONST.']","['0', '103,390']",30.195671,-85.76289
27541-433-000,7108 MELISSA ELAINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2057,1,2002,SFR GOOD,WD FR STUC,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['DIS18-04462', 'B1396']","['20181212', '20010727']","['RERF', 'NC']","['RERF', 'NEW CONST.']","['0', '105,399']",30.19571,-85.762504
27541-431-000,7104 MELISSA ELAINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2265,1,2002,SFR GOOD,WD FR STUC,COMP SHNGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['DIS19-02623', 'RF521', 'B302']","['20190125', '20020410', '20020312']","['RERF', 'ROOF', 'NC']","['RE-ROOF', 'ROOF', 'NEW CONST.']","['0', '0', '110,446']",30.195759,-85.762093
27541-428-000,7103 MELISSA ELAINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2112,1,2003,SFR GOOD,CONC BLOCK,ENG SHINGL,DRYWALL,MASONARY,CARPET; CLAY TILE,,,,,,"['DIS19-10668', 'B2631']","['20190731', '20021204']","['RERF', 'NC']","['RE-ROOF', 'NEW CONST.']","['0', '105,231']",30.195183,-85.762012
27541-427-000,7105 MELISSA ELAINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2310,1,2005,SFR GOOD,WD FR STUC,COMP SHNGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['501627', '500067', '1929']","['20050606', '20050314', '20040719']","['ENCL', 'POOL', 'NC']","['SCREEN ENC', 'POOLS', 'NEW CONST.']","['6,250', '22,658', '113,368']",30.195135,-85.762236
27541-424-000,7111 MELISSA ELAINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2266,1,2004,SFR GOOD,WD FR STUC,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['DIS19-01747', '1579']","['20190117', '20040611']","['RERF', 'NC']","['RE-ROOF', 'NEW CONST.']","['0', '111,321']",30.195179,-85.762808
27541-422-000,7115 MELISSA ELAINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2296,1,2004,SFR GOOD,WD FR STUC,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['18-04887', '1580']","['20181212', '20040611']","['RERF', 'NC']","['RERF', 'NEW CONST.']","['0', '111,321']",30.19517,-85.763136
27541-421-000,7117 MELISSA ELAINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2296,1,2004,SFR GOOD,WD FR STUC,COMP SHNGL,DRYWALL,,CLAY TILE; HARDWOOD,,,,,,['B993'],['20040415'],['NC'],['NEW CONST.'],"['111,321']",30.19518,-85.763278
27541-417-000,7125 MELISSA ELAINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2154,1,2003,SFR GOOD,WD FR STUC,ENG SHINGL,DRYWALL,,CARPET,,,,,,"['DIS18-1682', 'B229']","['20181114', '20030130']","['RENO', 'NC']","['INT RENO', 'NEW CONST.']","['11,895', '109,374']",30.195195,-85.763998
27541-413-000,7133 MELISSA ELAINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),1730,1,1999,SFR GOOD,WD FR STUC,ENG SHINGL,DRYWALL,WOOD FRAME,CLAY TILE,,,,,,"['19-04835', '3123', '1075']","['20190220', '19990326', '19990201']","['RERF', 'XTRA', 'NC']","['RE-ROOF', 'EXTRA FEAT', 'NEW CONST.']","['0', '10,000', '60,000']",30.19512,-85.764695
27541-412-000,7135 MELISSA ELAINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),1958,1,2004,SFR GOOD,WD FR STUC,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['18-03234', 'RF-1372', 'BO1274']","['20181129', '20030916', '20030606']","['RERF', 'ROOF', 'NC']","['RERF', 'ROOF', 'NEW CONST.']","['0', '0', '52,500']",30.195094,-85.764859
27541-410-000,7139 MELISSA ELAINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2112,1,2003,SFR GOOD,WD FR STUC,ENG SHINGL,DRYWALL,,CARPET; CLAY TILE,,,,,,"['DIS19-02530', 'B1915']","['20190124', '20020823']","['RERF', 'NC']","['RE-ROOF', 'NEW CONST.']","['0', '105,281']",30.195219,-85.765252
27541-407-000,7145 MELISSA ELAINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),1969,1,1999,SFR GOOD,WD FR STUC,ENG SHINGL,DRYWALL,,CARPET; CLAY TILE,,,,,,"['DIS19-02288', '12210', '10505', '6022']","['20190122', '19991102', '19991004', '19990614']","['RERF', 'ADD', 'POOL', 'NC']","['RE-ROOF', 'ADDITION', 'POOLS', 'NEW CONST.']","['0', '3,650', '11,500', '81,092']",30.195724,-85.765471
27541-406-000,7147 MELISSA ELAINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),1834,1,1999,SFR GOOD,WD FR STUC,ENG SHINGL,DRYWALL,,CARPET; CLAY TILE,,,,,,"['DIS18-1450', '6879']","['20181112', '19990712']","['RERF', 'NC']","['RERF', 'NEW CONST.']","['0', '74,976']",30.19592,-85.765478
27541-404-000,7136 MELISSA ELAINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2001,1,2001,SFR GOOD,WD FR STUC,COMP SHNGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['18-0369', 'B1623']","['20180404', '20010827']","['RERF', 'NC']","['RERF', 'NEW CONST.']","['0', '130,000']",30.195613,-85.76481
27541-335-000,103 DANA WAY PANAMA CITY BEACH 32407,SINGLE FAM (000100),2062,1,1993,SFR GOOD,AVERAGE; FACE BRICK,COMP SHNGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['SP108', '9210774']","['20050426', '19921110']","['POOL', 'NC']","['POOLS', 'NEW CONST.']","['15,500', '39,249']",30.196619,-85.763191
27541-334-000,105 DANA WAY PANAMA CITY BEACH 32407,SINGLE FAM (000100),1880,1,1988,SFR GOOD,ABOVE AVG.; COMMON BRK,ENG SHINGL,DRYWALL,,CLAY TILE,,,,,,['DIS19-10685'],['20190730'],['RERF'],['RE-ROOF'],['0'],30.196788,-85.763187
27541-333-000,107 DANA WAY PANAMA CITY BEACH 32407,SINGLE FAM (000100),1960,1,1989,SFR GOOD,ABOVE AVG.; COMMON BRK,COMP SHNGL,DRYWALL,,CLAY TILE; HARDWOOD,,,,,,['DIS19-03684'],['20190206'],['RERF'],['RE-ROOF'],['0'],30.196947,-85.763209
27541-330-000,115 DANA WAY PANAMA CITY BEACH 32407,SINGLE FAM (000100),1999,1,1994,SFR GOOD,COMMON BRK; VINYL,MODULAR MT,DRYWALL,,SHT VINYL; CARPET,,,,,,"['15-1062', '9310687']","['20150831', '19931101']","['ROOF', 'NC']","['METAL ROOF', 'NEW CONST.']","['0', '39,732']",30.197454,-85.763153
27541-324-000,108 DANA WAY PANAMA CITY BEACH 32407,SINGLE FAM (000100),1966,1,1987,SFR GOOD,COMMON BRK,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,,,,,,['R07-1095'],['20070920'],['RERF'],['RE-ROOF'],['0'],30.196973,-85.762685
27541-323-000,106 DANA WAY PANAMA CITY BEACH 32407,SINGLE FAM (000100),2015,1,1989,SFR GOOD,ABOVE AVG.; COMMON BRK,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,['14-1597'],['20141028'],['RERF'],['RERF'],['0'],30.196832,-85.762638
27541-320-000,103 MICHELLE CT PANAMA CITY BEACH 32407,SINGLE FAM (000100),1919,2,1987,SFR GOOD,CEDAR; CEMENT BRK,ENG SHINGL,DRYWALL,,CLAY TILE; HARDWOOD,,,,,,"['08-0706', '6489']","['20080707', '19990621']","['RERF', 'ADD']","['RE-ROOF', 'ADDITION']","['35', '2,000']",30.196535,-85.762331
27541-319-000,105 MICHELLE CT PANAMA CITY BEACH 32407,SINGLE FAM (000100),1772,1,1987,SFR GOOD,CEDAR; COMMON BRK,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,,,,,,['RR20-00996'],['20201028'],['RERF'],['RE-ROOF'],['0'],30.19667,-85.762349
27541-318-000,107 MICHELLE CT PANAMA CITY BEACH 32407,SINGLE FAM (000100),1484,1,1989,SFR GOOD,PREFAB; COMMON BRK,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,,,,,,"['DIS19-05162', 'R07-1063']","['20190223', '20070912']","['RERF', 'RERF']","['RE-ROOF', 'RE-ROOF']","['0', '0']",30.196816,-85.762366
27541-312-000,116 MICHELLE CT PANAMA CITY BEACH 32407,SINGLE FAM (000100),1988,1,1992,SFR GOOD,VINYL; COMMON BRK,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['18-04701', '15-0616', '927247']","['20181211', '20150429', '19920818']","['RERF', 'RERF', 'NC']","['RERF', 'RERF', 'NEW CONST.']","['0', '0', '39,711']",30.197616,-85.762032
27541-308-000,108 MICHELLE CT PANAMA CITY BEACH 32407,SINGLE FAM (000100),2563,1,1990,SFR GOOD,ABOVE AVG.; COMMON BRK,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,,,,,,"['RB20-01069', 'RR20-00560', 'RB20-00085', '15-0941', 'B07-1310', '13186', '912796']","['20200706', '20200706', '20200109', '20150727', '20070821', '19991214', '19910510']","['RENO', 'RERF', 'RENO', 'RERF', 'ENCL', 'ADD', 'POOL']","['INT RENO', 'RE-ROOF', 'INT/EXT RENO', 'RERF', 'POOL ENCLOSURE', 'ADDITION', 'POOL']","['5,000', '0', '0', '0', '7,985', '2,500', '8,000']",30.196959,-85.761809
27541-305-000,102 MICHELLE CT PANAMA CITY BEACH 32407,SINGLE FAM (000100),1842,1,2020,SFR GOOD,ABOVE AVG.,ENG SHINGL,DRYWALL,,VINYL PLNK,,,,,,"['RB19-00426', 'RB19-00759', 'DIS19-06356', '2053494']","['20190917', '20190522', '20190315', '20051020']","['ROOF', 'NC', 'DEM', 'RERF']","['ROOF', 'SINGLE FAMILY', 'DEMOLITION', 'RE-ROOF']","['0', '225,000', '0', '0']",30.196513,-85.76179
27541-131-000,7121 BEACHWOOD BLVD PANAMA CITY BEACH 32407,SINGLE FAM (000100),1585,1,2017,SFR GOOD,VINYL,ENG SHINGL,DRYWALL,,VINYL PLNK; CARPET,,,,,,"['17-0320', '502658', '913785']","['20170424', '20050923', '19910610']","['NC', 'DEM', 'MH']","['SINGLE FAMILY', 'DEMOLITION', 'MOBILE HME']","['126,735', '0', '0']",30.197883,-85.763682
27541-119-000,7113 BEACHWOOD BLVD PANAMA CITY BEACH 32407,SINGLE FAM (000100),988,1,1980,MH/MANF<04,ALL SIDING,MODULAR MT,WALL BD/WD,,SHT VINYL; CARPET,,,,,,,,,,,30.197924,-85.762923
27535-100-240,306 CORNERSTONE PL PANAMA CITY BEACH 32407,SINGLE FAM (000100),2055,1,2014,SFR AVG/GD,VINYL; COMMON BRK,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['18-05601', '14-0316', '13-1048']","['20181218', '20140311', '20131216']","['RERF', 'ROOF', 'NC']","['RERF', 'ROOF', 'SINGLE FAMILY']","['0', '0', '127,516']",30.192196,-85.757699
27535-100-230,304 CORNERSTONE PL PANAMA CITY BEACH 32407,SINGLE FAM (000100),2040,1,2014,SFR AVG/GD,VINYL; COMMON BRK,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,['14-0170'],['20140310'],['NC'],['SINGLE FAMILY'],"['127,516']",30.192082,-85.757694
27535-100-220,302 CORNERSTONE PL PANAMA CITY BEACH 32407,SINGLE FAM (000100),2075,1,2014,SFR AVG/GD,VINYL; COMMON BRK,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['18-05683', '14-1014', '14-0469']","['20181219', '20140709', '20140519']","['RERF', 'ROOF', 'NC']","['RERF', 'ROOF', 'SINGLE FAMILY']","['0', '0', '128,539']",30.191958,-85.757696
27535-100-170,239 WOODLAWN CT PANAMA CITY BEACH 32407,SINGLE FAM (000100),1990,1,2012,SFR AVG/GD,VINYL; COMMON BRK,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,['12-0543'],['20120705'],['NC'],['SINGLE FAMILY'],"['58,611']",30.192534,-85.758507
27535-100-160,237 WOODLAWN CT PANAMA CITY BEACH 32407,SINGLE FAM (000100),2055,1,2013,SFR AVG/GD,VINYL; COMMON BRK,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,['13-0295'],['20130307'],['RERF'],['RERF'],['0'],30.192398,-85.758503
27535-100-150,235 WOODLAWN CT PANAMA CITY BEACH 32407,SINGLE FAM (000100),1859,2,2009,SFR AVG/GD,VINYL,COMP SHNGL,DRYWALL,,CARPET; SHT VINYL,,,,,,"['DIS19-02142', '09-0744', '09-0797']","['20190123', '20090902', '20090814']","['RERF', 'ROOF', 'NC']","['RE-ROOF', 'ROOF', 'NEW CONST.']","['0', '0', '76,778']",30.192315,-85.758504
27535-100-120,229 WOODLAWN CT PANAMA CITY BEACH 32407,SINGLE FAM (000100),2040,1,2013,SFR AVG/GD,VINYL; COMMON BRK,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['13-1197', '13-0493']","['20130807', '20130620']","['ROOF', 'NC']","['ROOF', 'SINGLE FAMILY']","['0', '59,265']",30.191972,-85.758502
27535-100-090,221 WOODLAWN CT PANAMA CITY BEACH 32407,SINGLE FAM (000100),2152,2,2014,SFR AVG/GD,VINYL; COMMON BRK,ENG SHINGL,DRYWALL,,CARPET; CLAY TILE,,,,,,"['DIS19-03916', '14-0480']","['20190208', '20140605']","['RERF', 'NC']","['RE-ROOF', 'SINGLE FAMILY']","['0', '143,248']",30.191514,-85.758422
27535-100-080,219 WOODLAWN CT PANAMA CITY BEACH 32407,SINGLE FAM (000100),1908,2,2015,SFR AVG/GD,COMMON BRK; VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['DIS19-03402', '15-0794', '15-0470']","['20190202', '20150616', '20150504']","['RERF', 'ROOF', 'NC']","['RE-ROOF', 'ROOF', 'SINGLE FAMILY']","['0', '0', '150,000']",30.191513,-85.758297
27535-100-070,217 WOODLAWN CT PANAMA CITY BEACH 32407,SINGLE FAM (000100),1914,1,2015,SFR AVG/GD,VINYL; COMMON BRK,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['RR21-00289', '15-0611', '15-0322']","['20210323', '20150429', '20150408']","['RERF', 'ROOF', 'NC']","['RE-ROOF', 'ROOF', 'SINGLE FAMILY']","['0', '0', '143,248']",30.191517,-85.758173
27535-100-050,213 WOODLAWN CT PANAMA CITY BEACH 32407,SINGLE FAM (000100),2138,1,2016,SFR AVG/GD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['16-1212', '16-0671']","['20160916', '20160721']","['ROOF', 'NC']","['ROOF', 'SINGLE FAMILY']","['0', '165,290']",30.191515,-85.75792
27535-100-010,205 WOODLAWN CT PANAMA CITY BEACH 32407,SINGLE FAM (000100),2104,1,2017,SFR AVG/GD,VINYL; STONE,ENG SHINGL,DRYWALL,,CARPET; VINYL PLNK,,,,,,['17-0484'],['20170608'],['NC'],['SINGLE FAMILY'],"['177,091']",30.191523,-85.757401
27535-010-000,338 GREENWOOD CIR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2021,1,1970,SFR AVERG,COMMON BRK,ENG SHINGL,PLYWOOD; DRYWALL,,SHT VINYL; CARPET,,,,,,"['08-0760', 'B392']","['20080718', '20040218']","['RERF', 'VINL']","['RE-ROOF', 'VINYL SIDE']","['38', '6,776']",30.193431,-85.761108
27533-010-000,330 GREENWOOD CIR PANAMA CITY BEACH 32407,SINGLE FAM (000100),3385,2,2007,SFR AVG/GD,VINYL; COMMON BRK,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,,,,,,"['18-04016', 'B06-0400']","['20181205', '20060324']","['RERF', 'NC']","['RERF', 'NEW CONST.']","['0', '121,263']",30.194211,-85.761179
27532-020-000,324 GREENWOOD CIR PANAMA CITY BEACH 32407,SINGLE FAM (000100),3083,1,1990,SFR AVG/GD,COMMON BRK,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['18-04386', 'B06-1858', '20317']","['20181210', '20060918', '19900522']","['RERF', '', 'NC']","['RERF', 'DOCK & SEAWALL', 'NEW CONST.']","['0', '17,450', '0']",30.194559,-85.760385
27532-010-000,322 GREENWOOD CIR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2426,1,1970,SFR GOOD,COMMON BRK,MODULAR MT,PLYWOOD; DRYWALL,,SHT VINYL; CARPET,,,,,,"['17-0657', '9606397', '9606397']","['20170613', '19960523', '19960520']","['RERF', 'RENO', 'RENO']","['RERF', 'RENOVATION', 'RENOVATION']","['0', '0', '2,000']",30.19454,-85.760129
27532-000-000,320 GREENWOOD CIR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2655,1,1973,SFR GOOD,COMMON BRK,ENG SHINGL,PLYWOOD; DRYWALL,,SHT VINYL; CARPET,,,,,,"['09-0894', '09-0433']","['20090915', '20090428']","['RENO', 'RENO']","['RENOVATION', 'RENOVATION']","['0', '3,106']",30.194559,-85.759853
27531-010-000,318 GREENWOOD CIR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2836,1,1978,SFR GOOD,COMMON BRK; AVERAGE,MODULAR MT,DRYWALL,,SHT VINYL; CARPET,,,,,,"['DIS19-07260', '17-1040', '16-1235', '9404359', '91-7480']","['20190402', '20171019', '20161230', '19940504', '19911016']","['RERF', 'RENO', 'STOR', 'RENO', 'ROOF']","['RE-ROOF', 'INT & EXT RENO', 'STORAGE', 'RENOVATION', 'ROOF']","['0', '2,300', '3,500', '8,504', '0']",30.194599,-85.759584
27529-000-000,310 GREENWOOD CIR PANAMA CITY BEACH 32407,SINGLE FAM (000100),3187,1,1968,SFR AVERG,COMMON BRK; VINYL,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,,,,,,"['RB19-01842', 'DIS19-07320', '16-1126', 'B0083', 'B1459']","['20191010', '20190403', '20161117', '20020111', '20001212']","['SEAW', 'RERF', 'RENO', 'ADD', 'ADD']","['SEA WALL', 'RE-ROOF', 'INT RENO', 'ADDITION', 'ADDITION']","['18,562', '0', '50,000', '4,000', '10,000']",30.194482,-85.758346
27524-000-000,107 GREENWOOD DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2358,1,1962,SFR AVERG,ABOVE AVG.,ENG SHINGL,PLYWOOD,,SHT VINYL; CARPET,,,,,,['13-1109'],['20130723'],['RERF'],['RERF'],['0'],30.193731,-85.7588
27523-000-000,105 GREENWOOD DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2650,1,1964,SFR AVERG,COMMON BRK,ENG SHINGL,PLYWOOD,,SHT VINYL; CARPET,,,,,,['13-0458'],['20130404'],['RERF'],['RERF'],['0'],30.193694,-85.759099
27521-000-000,99 GREENWOOD DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2626,1,1966,SFR AVERG,AVERAGE; COMMON BRK,ENG SHINGL,PLYWOOD; DRYWALL,,CARPET,,,,,,"['18-05873', 'RF384']","['20181220', '20030324']","['RERF', 'RERF']","['RERF', 'RE-ROOF']","['0', '0']",30.193668,-85.75994
27517-015-000,333 GREENWOOD CIR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2867,1,2019,SFR AVG/GD,ABOVE AVG.; STONE,ENG SHINGL,DRYWALL,,VINYL PLNK,,,,,,"['RR19-00277', 'RB19-00726']","['20190613', '20190510']","['ROOF', 'NC']","['ROOF', 'SINGLE FAMILY']","['0', '275,000']",30.193797,-85.76061
27515-010-000,317 GREENWOOD CIR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2008,1,1997,SFR GOOD,WD FR STUC,ENG SHINGL,DRYWALL,,CLAY TILE; VINYL PLNK,,,,,,['9705306'],['19970515'],['NC'],['NEW CONST.'],"['38,220']",30.194071,-85.759384
27509-000-000,102 GREENWOOD DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2553,1,1964,SFR AVERG,ABOVE AVG.,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,,,,,,"['RR21-00356', 'R061865']","['20210416', '20061109']","['RERF', 'RERF']","['RE-ROOF', 'RE-ROOF']","['0', '0']",30.193127,-85.759143
27507-000-000,106 GREENWOOD DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2119,1,1963,SFR AVERG,COMMON BRK,ENG SHINGL,PLYWOOD,,SHT VINYL; CARPET,,,,,,,,,,,30.193149,-85.758637
27500-000-000,303 CAROLYN AVE PANAMA CITY BEACH 32407,SINGLE FAM (000100),4521,2,2020,SFR AVG/GD,WD FR STUC,MODULAR MT,DRYWALL,,VINYL PLNK; CARPET,,,,,,"['RR20-00210', 'RR20-00151', 'RB19-01276', '13-0226']","['20200304', '20200220', '20190725', '20130508']","['ROOF', 'ROOF', 'NC', 'SEAW']","['ROOF', 'ROOF', 'SINGLE FAMILY', 'SEAWALL']","['0', '0', '362,552', '12,577']",30.193895,-85.757406
27499-000-000,115 GREENWOOD DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2420,1,1963,SFR AVERG,COMMON BRK,COMP SHNGL,PLYWOOD,,SHT VINYL; CARPET,,,,,,"['17-0132', '11-0143']","['20170206', '20110221']","['RERF', 'RERF']","['RERF', 'RE-ROOF']","['0', '0']",30.193673,-85.757396
27494-000-000,408 BAYSHORE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2817,1,1963,SFR GOOD,COMMON BRK,MODULAR MT,PLYWOOD,,SHT VINYL; CARPET,,,,,,['DIS19-05342'],['20190226'],['RERF'],['RE-ROOF'],['0'],30.191091,-85.754635
27492-000-000,404 BAYSHORE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2740,1,1960,SFR GOOD,COMMON BRK,ENG SHINGL,PLYWOOD,,SHT VINYL; CARPET,,,,,,['17-1058'],['20170928'],['RERF'],['RERF'],['0'],30.190683,-85.754146
27490-000-000,423 BAYSHORE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),4706,1,1977,SFR AVERG,ABOVE AVG.; COMMON BRK,BUILT-UP,PLYWOOD; DRYWALL,,CLAY TILE,,,,,,"['RR20-00711', 'DIS19-06091', '17-0042', 'B539', '9707608', '93580', '923517']","['20200812', '20190311', '20170113', '20010321', '19970702', '19930125', '19920421']","['RERF', 'RERF', 'RERF', 'ADD', 'XTRA', 'DOCK', 'ROOF']","['RERF', 'RERF', 'RERF', 'ADDITION', 'EXTRA FEAT', 'DOCK', 'ROOF']","['0', '0', '0', '8,500', '0', '1,500', '0']",30.191593,-85.753688
27483-000-000,409 BAYSHORE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),4446,1,1966,SFR AVERG,COMMON BRK,ENG SHINGL,PLYWOOD,,SHT VINYL; CARPET,,,,,,"['RB20-01900', 'DIS19-05859', 'B2069', '99-02503', '99-00141']","['20201120', '20190306', '20020919', '19990315', '19990107']","['SEAW', 'RERF', 'ADD', 'RERF', 'ROOF']","['SEA WALL', 'RE-ROOF', 'ADDITION', 'RE-ROOF', 'ROOF']","['24,479', '0', '42,500', '0', '0']",30.190604,-85.755096
27478-000-000,311 BAYSHORE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2517,1,1966,SFR AVERG,COMMON BRK,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,,,,,,"['18-05699', '11-1021', '06-1412', 'B-2309', 'RF644']","['20181219', '20111026', '20060629', '20031014', '20020501']","['RERF', 'ADD', 'DOCK', 'XTRA', 'RERF']","['RERF', 'SCREEN ROOM', 'DOCK/BOAT HS', 'EXTRA FEAT', 'RE-ROOF']","['0', '5,000', '8,450', '8,450', '0']",30.189577,-85.753953
27476-000-000,307 BAYSHORE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2725,1,1961,SFR AVERG,ABOVE AVG.,ENG SHINGL,PLYWOOD,,CLAY TILE; CARPET,,,,,,"['DIS19-02290', '08-0562', '20725']","['20190122', '20080530', '19900814']","['RERF', 'RENO', 'ADD']","['RE-ROOF', 'RENOVATION', 'ADDITION']","['0', '135', '0']",30.189396,-85.754434
27472-000-000,104 CAROLYN AVE PANAMA CITY BEACH 32407,SINGLE FAM (000100),3494,1,1958,SFR AVERG,COMMON BRK,COMP SHNGL,DRYWALL,,SHT VINYL; CARPET,,,,,,['RF038'],['20040709'],['RERF'],['RE-ROOF'],['0'],30.18978,-85.755456
27471-000-000,106 CAROLYN AVE PANAMA CITY BEACH 32407,SINGLE FAM (000100),3321,1,1962,SFR AVERG,ABOVE AVG.,ENG SHINGL,PLYWOOD,,HARDWOOD; PARQUET,,,,,,"['11-0166', 'B-2312']","['20110225', '20031014']","['SEAW', 'REP']","['SEA WALL', 'REPAIRS']","['8,000', '18,000']",30.190015,-85.755571
27469-000-000,110 CAROLYN AVE PANAMA CITY BEACH 32407,SINGLE FAM (000100),3169,1,1963,SFR AVERG,COMMON BRK,ENG SHINGL,CUST PANEL,,SHT VINYL; CARPET,,,,,,"['DIS19-10886', '9310169', '9310171']","['20190812', '19931015', '19931015']","['RERF', 'ROOF', 'ALTR']","['RE-ROOF', 'ROOF', 'ALTERATION']","['0', '0', '0']",30.190513,-85.755798
27467-000-000,114 CAROLYN AVE PANAMA CITY BEACH 32407,SINGLE FAM (000100),3504,1,1961,SFR AVERG,COMMON BRK,ENG SHINGL,PLYWOOD; DRYWALL,,SHT VINYL; CARPET,,,,,,"['DIS19-03963', 'DIS19-08130', '18-03391', '9310977', '9209533']","['20190424', '20190424', '20181130', '19931109', '19921006']","['RENO', 'RERF', 'RERF', 'REP', 'ALTR']","['INT/EXT RENO', 'RERF', 'RERF', 'REPAIRS', 'ALTERATION']","['100,000', '0', '0', '8,500', '58,500']",30.191019,-85.755947
27461-000-000,109 CAROLYN AVE PANAMA CITY BEACH 32407,SINGLE FAM (000100),2210,1,1986,SFR AVERG,CEDAR,MODULAR MT,DRYWALL,,CARPET,,,,,,['18-0697'],['20180611'],['RERF'],['RERF'],['0'],30.190492,-85.75625
